z_re,z_im,w_re,w_im
-3.0,-3.0,10.042387841595083,-1.970562240933306
-3.0,-2.8983050847457625,-0.3124924338809307,-1.7392875089871354
-3.0,-2.7966101694915255,8.62241098073247,-1.782950391775783
-3.0,-2.694915254237288,0.9389089651604147,-2.2271024670883124
-3.0,-2.593220338983051,0.14659681349408682,1.4243887926821464
-3.0,-2.4915254237288136,1.481139022146609,-2.310703435610286
-3.0,-2.389830508474576,0.17222433853425095,-3.55494314750708
-3.0,-2.288135593220339,6.302273321083863,-0.9911765488270042
-3.0,-2.1864406779661016,6.272675955841142,-2.237499047806117
-3.0,-2.084745762711864,1.8232275238234195,-6.610367135554734
-3.0,-1.9830508474576272,-0.7519859386202405,-1.7100365952557905
-3.0,-1.8813559322033897,-0.6304156701617689,2.2490532466827986
-3.0,-1.7796610169491525,4.543486845078255,-1.5312833362268927
-3.0,-1.6779661016949152,-0.44390708704061005,2.7696073629536375
-3.0,-1.5762711864406778,5.971832237537107,-1.927896284814251
-3.0,-1.4745762711864405,9.999336531913638,-1.7206252167385587
-3.0,-1.3728813559322033,0.5528804116677304,1.6331511379712624
-3.0,-1.271186440677966,1.3783970444010447,0.584646382541648
-3.0,-1.1694915254237288,6.506286845494168,-1.6087745076920759
-3.0,-1.0677966101694913,2.404809972030657,-0.2075840680581904
-3.0,-0.9661016949152543,-0.32625358167410357,1.934550833513704
-3.0,-0.8644067796610169,-0.7038364265195629,-0.36625008759726513
-3.0,-0.7627118644067794,9.877949473711883,-1.9574685606290676
-3.0,-0.6610169491525424,2.9754236925792137,-1.3150438459884275
-3.0,-0.5593220338983049,-0.3771917473889345,-0.7002619955600751
-3.0,-0.45762711864406747,6.542775613689798,-1.5516522826201191
-3.0,-0.35593220338983045,-0.45289194496792,3.2741750479374603
-3.0,-0.254237288135593,6.043488174155864,-1.871122565739086
-3.0,-0.15254237288135553,2.9609604908016403,-1.1080358554566758
-3.0,-0.05084745762711851,-0.21642643054815738,-2.3868441963952463
-3.0,0.05084745762711895,2.7392483015019393,-0.4585294864295364
-3.0,0.15254237288135597,0.48653791585574735,-2.3706805887631193
-3.0,0.25423728813559343,9.745657914548433,-1.73919154206792
-3.0,0.3559322033898309,-0.1225291699218769,0.9311939344507857
-3.0,0.4576271186440679,-0.33479493530040516,0.028119344860335183
-3.0,0.5593220338983054,0.19278292199368985,-3.8471043599469192
-3.0,0.6610169491525424,0.9168209511424956,0.9166356212555564
-3.0,0.7627118644067798,1.051600862625369,-2.2059605698787457
-3.0,0.8644067796610173,0.9862247856239788,-2.3761067946574714
-3.0,0.9661016949152543,2.97453192402622,-0.7503420438127837
-3.0,1.0677966101694913,-0.05610402834164957,2.0547107566641367
-3.0,1.1694915254237293,5.559729480934867,-1.9244129127609224
-3.0,1.2711864406779663,1.6617241354020862,-5.016354207842975
-3.0,1.3728813559322033,4.7264647824787485,-1.6499142937940525
-3.0,1.4745762711864412,1.5058351719811585,0.6943482262646483
