# X-ray scattering factor: Silicon
# re(z) im(z) re(|z|^2) im(|z|^2)
2.4999840562749718 0.008928514486696328 6.25 0.0
2.4999840769712733 0.008922717640445438 6.250000000000001 0.0
2.4999841162188865 0.008911714384585845 6.249999999999999 0.0
2.4999841738909128 0.008895521062376791 6.25 0.0
2.4999842498212717 0.008874156048536343 6.25 0.0
2.4999843438053775 0.008847639684990739 6.25 0.0
2.499984455600866 0.008815994217428099 6.249999999999999 0.0
2.4999845849283706 0.00877924373293483 6.25 0.0
2.4999847314723467 0.008737414098983173 6.249999999999998 0.0
2.499984894881936 0.008690532904027262 6.250000000000001 0.0
2.4999850747718657 0.00863862939995326 6.250000000000001 0.0
2.4999852707233874 0.008581734446616638 6.250000000000001 0.0
2.499985482285241 0.008519880458686251 6.250000000000001 0.0
2.4999857089746493 0.008453101355001033 6.249999999999997 0.0
2.499985950278335 0.008381432510630754 6.249999999999999 0.0
2.4999862056535567 0.008304910711817232 6.249999999999998 0.0
2.4999864745291704 0.008223574113957221 6.249999999999998 0.0
2.4999867563067006 0.008137462202772507 6.250000000000001 0.0
2.4999870503614274 0.008046615758796808 6.25 0.0
2.4999873560434898 0.007951076825293009 6.25 0.0
2.499987672678995 0.00785088867969794 6.25 0.0
2.4999879995711427 0.007746095808675529 6.250000000000001 0.0
2.4999883360013517 0.007636743886842701 6.250000000000001 0.0
2.4999886812304024 0.0075228797592159355 6.249999999999998 0.0
2.4999890344995834 0.007404551427409909 6.25 0.0
2.499989395031842 0.007281808039603277 6.250000000000002 0.0
2.49998976203295 0.007154699884270305 6.249999999999999 0.0
2.499990134692673 0.0070232783876608565 6.25 0.0
2.499990512185948 0.0068875961149952 6.250000000000001 0.0
2.4999908936740702 0.006747706775324148 6.250000000000002 0.0
2.499991278305892 0.006603665229989409 6.249999999999998 0.0
2.4999916652190337 0.0064555275046034545 6.25 0.0
2.499992053541098 0.006303350804452925 6.25 0.0
2.49999244239091 0.006147193533214685 6.250000000000002 0.0
2.499992830879762 0.005987115314858722 6.25 0.0
2.4999932181126834 0.005823177018597753 6.250000000000001 0.0
2.4999936031897176 0.00565544078672916 6.25 0.0
2.499993985207229 0.005483970065201104 6.249999999999999 0.0
2.4999943632592228 0.005308829636721192 6.249999999999998 0.0
2.499994736438691 0.005130085656212936 6.25 0.0
2.49999510383898 0.004947805688412698 6.250000000000002 0.0
2.499995464555183 0.0047620587473873825 6.249999999999998 0.0
2.4999958176855643 0.00457291533774164 6.249999999999999 0.0
2.499996162332999 0.004380447497271811 6.249999999999999 0.0
2.4999964976064524 0.004184728840813402 6.25 0.0
2.4999968226224816 0.00398583460501861 6.250000000000003 0.0
2.4999971365067672 0.003783841693791005 6.25 0.0
2.4999974383956807 0.0035788287240957357 6.250000000000001 0.0
2.4999977274378686 0.003370876071855495 6.25 0.0
2.4999980027958815 0.0031600659176353484 6.25 0.0
2.4999982636478175 0.0029464822918130653 6.249999999999998 0.0
2.499998509189005 0.0027302111189261113 6.250000000000001 0.0
2.4999987386337006 0.0025113402608820334 6.25 0.0
2.4999989512168237 0.002289959558715432 6.249999999999999 0.0
2.4999991461957043 0.002066160872572388 6.250000000000002 0.0
2.499999322851852 0.0018400381196020273 6.249999999999999 0.0
2.499999480492749 0.0016116873094349786 6.249999999999998 0.0
2.4999996184536495 0.0013812065769297714 6.250000000000001 0.0
2.499999736099389 0.0011486962118709726 6.250000000000001 0.0
2.4999998328262056 0.0009142586853069653 6.25 0.0
2.4999999080635584 0.0006779986722209295 6.250000000000001 0.0
2.4999999612759396 0.0004400230702356241 6.250000000000002 0.0
2.49999999196468 0.00020044101406132945 6.25 0.0
2.499999999669741 -4.063611459334409e-05 6.25 0.0
2.49999998397148 -0.00028309468191623004 6.25 0.0
2.499999944492389 -0.0005268188019466581 6.249999999999998 0.0
2.4999998808988004 -0.000771690341830326 6.25 0.0
2.4999997929025444 -0.0010175889325964205 6.25 0.0
2.499999680262561 -0.0012643919856609182 6.25 0.0
2.4999995427864503 -0.0015119747152395734 6.25 0.0
2.499999380331957 -0.0017602101668323404 6.25 0.0
2.499999192808379 -0.0020089692519173826 6.250000000000002 0.0
2.4999989801778923 -0.0022581207889680282 6.249999999999999 0.0
2.4999987424567878 -0.0025075315508794843 6.249999999999999 0.0
2.4999984797166004 -0.0027570663188646 6.25 0.0
2.499998192085135 -0.003006587942848951 6.250000000000002 0.0
2.4999978797473723 -0.0032559574083655873 6.250000000000002 0.0
2.4999975429462507 -0.0035050339099188237 6.25 0.0
2.499997181983314 -0.0037536749307547127 6.249999999999998 0.0
2.499996797219219 -0.004001736328943562 6.249999999999999 0.0
2.4999963890740897 -0.004249072429646967 6.249999999999999 0.0
2.4999959580277253 -0.004495536123408878 6.250000000000001 0.0
2.499995504619639 -0.004740978970277086 6.250000000000001 0.0
2.499995029448935 -0.00498525130952872 6.250000000000001 0.0
2.4999945331740085 -0.005228202374740702 6.25 0.0
2.4999940165120735 -0.005469680413914378 6.250000000000001 0.0
2.4999934802385066 -0.005709532814332469 6.249999999999998 0.0
2.4999929251860116 -0.0059476062317966195 6.249999999999999 0.0
2.4999923522435936 -0.00618374672386521 6.250000000000001 0.0
2.4999917623553514 -0.006417799886684153 6.250000000000002 0.0
2.4999911565190818 -0.006649610994978165 6.25 0.0
2.4999905357846974 -0.006879025144746769 6.250000000000001 0.0
2.49998990125246 -0.0071058873981884214 6.25 0.0
2.499989254071033 -0.007330042930357505 6.25 0.0
2.499988595435355 -0.007551337177043138 6.25 0.0
2.499987926584341 -0.0077696159833454 6.250000000000002 0.0
2.4999872487984134 -0.00798472575241458 6.250000000000001 0.0
2.4999865633968725 -0.008196513593811698 6.249999999999998 0.0
2.499985871735115 -0.008404827470944627 6.249999999999998 0.0
2.499985175201699 -0.008609516347033308 6.249999999999999 0.0
2.4999844752152796 -0.008810430329060145 6.25 0.0
2.4999837732214116 -0.009007420809167433 6.25 0.0
2.4999830706892374 -0.009200340602972862 6.249999999999999 0.0
2.499982369108067 -0.009389044084286665 6.249999999999999 0.0
2.499981669983863 -0.0095733873157296 6.250000000000002 0.0
2.499980974835643 -0.009753228174769991 6.250000000000002 0.0
2.4999802851918123 -0.009928426474719913 6.249999999999999 0.0
2.499979602586438 -0.01009884408025552 6.250000000000001 0.0
2.4999789285554734 -0.010264345017054336 6.250000000000003 0.0
2.499978264632958 -0.010424795575172435 6.25 0.0
2.4999776123471924 -0.010580064405817399 6.25 0.0
2.499976973216906 -0.010730022611207604 6.249999999999999 0.0
2.4999763487474334 -0.010874543827245495 6.249999999999999 0.0
2.4999757404269065 -0.011013504298771027 6.249999999999998 0.0
