# re(psi_t) im(psi_t) re(psi_t+dt) im(psi_t+dt)
1.0 -0.0 0.9950041652780258 -0.09983341664682815
0.9987502603949663 -0.04997916927067833 0.9887710779360422 -0.14943813247359924
0.9950041652780258 -0.09983341664682815 0.9800665778412416 -0.19866933079506122
0.9887710779360422 -0.14943813247359924 0.9689124217106447 -0.24740395925452294
0.9800665778412416 -0.19866933079506122 0.955336489125606 -0.2955202066613396
0.9689124217106447 -0.24740395925452294 0.9393727128473789 -0.34289780745545134
0.955336489125606 -0.2955202066613396 0.9210609940028851 -0.3894183423086505
0.9393727128473789 -0.3428978074554514 0.9004471023526769 -0.4349655341112303
0.9210609940028851 -0.3894183423086505 0.8775825618903728 -0.479425538604203
0.9004471023526769 -0.43496553411123023 0.8525245220595057 -0.5226872289306592
0.8775825618903728 -0.479425538604203 0.8253356149096783 -0.5646424733950354
0.8525245220595057 -0.5226872289306592 0.7960837985490559 -0.6051864057360395
0.8253356149096782 -0.5646424733950355 0.7648421872844884 -0.6442176872376911
0.7960837985490559 -0.6051864057360395 0.7316888688738209 -0.6816387600233342
0.7648421872844884 -0.6442176872376911 0.6967067093471654 -0.7173560908995228
0.7316888688738209 -0.6816387600233342 0.6599831458849822 -0.7512804051402927
0.6967067093471654 -0.7173560908995228 0.6216099682706644 -0.7833269096274834
0.6599831458849821 -0.7512804051402927 0.5816830894638835 -0.8134155047893737
0.6216099682706644 -0.7833269096274834 0.5403023058681398 -0.8414709848078965
0.5816830894638835 -0.8134155047893737 0.49757104789172696 -0.867423225594017
0.5403023058681398 -0.8414709848078965 0.4535961214255773 -0.8912073600614354
0.49757104789172696 -0.867423225594017 0.40848744088415717 -0.9127639402605211
0.4535961214255773 -0.8912073600614354 0.3623577544766734 -0.9320390859672264
0.40848744088415717 -0.9127639402605211 0.31532236239526845 -0.9489846193555863
0.3623577544766734 -0.9320390859672264 0.2674988286245871 -0.9635581854171931
0.3153223623952687 -0.9489846193555862 0.2190066870930415 -0.9757233578266591
0.26749882862458735 -0.963558185417193 0.16996714290024081 -0.9854497299884603
0.2190066870930415 -0.9757233578266591 0.1205027693673664 -0.9927129910375885
0.16996714290024081 -0.9854497299884603 0.07073720166770268 -0.9974949866040544
0.1205027693673664 -0.9927129910375885 0.020794827803092206 -0.999783764189357
0.0707372016677029 -0.9974949866040544 -0.029199522301288815 -0.9995736030415051
0.020794827803092428 -0.999783764189357 -0.07912088880673408 -0.9968650284539189
-0.029199522301288815 -0.9995736030415051 -0.12884449429552486 -0.9916648104524686
-0.07912088880673408 -0.9968650284539189 -0.1782460556494923 -0.9839859468739368
-0.12884449429552486 -0.9916648104524686 -0.2272020946930873 -0.9738476308781951
-0.17824605564949209 -0.9839859468739369 -0.27559024682451294 -0.9612752029752999
-0.2272020946930871 -0.9738476308781951 -0.3232895668635035 -0.9463000876874145
-0.27559024682451294 -0.9612752029752999 -0.3701808313512871 -0.9289597150038692
-0.3232895668635035 -0.9463000876874145 -0.4161468365471424 -0.9092974268256817
-0.3701808313512871 -0.9289597150038692 -0.46107269137671314 -0.8873623686333753
-0.4161468365471424 -0.9092974268256817 -0.5048461045998576 -0.8632093666488737
-0.46107269137671314 -0.8873623686333753 -0.5473576654802714 -0.8368987907984975
-0.5048461045998576 -0.8632093666488737 -0.5885011172553458 -0.8084964038195901
-0.547357665480271 -0.8368987907984978 -0.6281736227227391 -0.7780731968879212
-0.5885011172553458 -0.8084964038195901 -0.6662760212798244 -0.74570521217672
-0.6281736227227391 -0.7780731968879212 -0.702713076773554 -0.7114733527908443
-0.6662760212798244 -0.74570521217672 -0.7373937155412458 -0.6754631805511506
-0.702713076773554 -0.7114733527908443 -0.7702312540473074 -0.6377647021345036
-0.7373937155412458 -0.6754631805511506 -0.801143615546934 -0.5984721441039561
-0.7702312540473074 -0.6377647021345036 -0.8300535352352224 -0.5576837173914166
-0.8011436155469337 -0.5984721441039564 -0.8568887533689473 -0.5155013718214642
-0.8300535352352224 -0.5576837173914166 -0.8815821958782861 -0.47203054128988226
-0.8568887533689473 -0.5155013718214642 -0.9040721420170612 -0.4273798802338298
-0.8815821958782861 -0.47203054128988226 -0.9243023786324637 -0.3816609920523313
-0.9040721420170612 -0.4273798802338298 -0.9422223406686583 -0.33498815015590466
-0.9243023786324636 -0.3816609920523317 -0.9577872375530904 -0.2874780123425444
-0.9422223406686583 -0.33498815015590466 -0.9709581651495907 -0.23924932921398198
-0.9577872375530904 -0.2874780123425444 -0.9817022029984541 -0.19042264736102704
-0.9709581651495907 -0.23924932921398198 -0.9899924966004455 -0.14112000805986677
-0.9817022029984541 -0.19042264736102704 -0.9958083245390612 -0.09146464223243675
-0.9899924966004454 -0.1411200080598672 -0.9991351502732795 -0.04158066243329049
-0.9958083245390612 -0.09146464223243675 -0.999964658471342 0.008407247367149063
-0.9991351502732795 -0.04158066243329049 -0.9982947757947531 0.058374143427580086
-0.999964658471342 0.008407247367149063 -0.9941296760805461 0.10819513453010882
-0.9982947757947531 0.058374143427580086 -0.9874797699088649 0.15774569414324865
-0.9941296760805463 0.10819513453010837 -0.9783616785819341 0.20690197167339977
-0.9874797699088649 0.15774569414324865 -0.9667981925794609 0.25554110202683167
-0.9783616785819341 0.20690197167339977 -0.9528182145943047 0.30354151270842933
-0.9667981925794609 0.25554110202683167 -0.9364566872907962 0.3507832276896203
-0.9528182145943047 0.30354151270842933 -0.9177545059662758 0.3971481672859602
-0.9364566872907963 0.35078322768961984 -0.896758416334147 0.44252044329485246
-0.9177545059662758 0.3971481672859602 -0.8735208976839377 0.48678664865569976
-0.896758416334147 0.44252044329485246 -0.848100031710408 0.5298361409084934
-0.8735208976839377 0.48678664865569976 -0.8205593573395605 0.5715613187423442
-0.848100031710408 0.5298361409084934 -0.7909677119144165 0.6118578909427193
-0.8205593573395608 0.5715613187423437 -0.7593990591375079 0.6506251370651673
-0.7909677119144165 0.6118578909427193 -0.7259323042001399 0.6877661591839741
-0.7593990591375079 0.6506251370651673 -0.6906510965605075 0.7231881240865121
-0.7259323042001399 0.6877661591839741 -0.6536436208636119 0.7568024953079283
-0.6906510965605075 0.7231881240865121 -0.6150023765255744 0.788525254426195
-0.6536436208636119 0.7568024953079283 -0.5748239465332692 0.8182771110644103
-0.6150023765255744 0.788525254426195 -0.5332087560371551 0.8459837010754461
-0.5748239465332685 0.8182771110644108 -0.4902608213406994 0.8715757724135882
-0.5332087560371543 0.8459837010754465 -0.4460874899137928 0.8949893582285835
-0.4902608213406994 0.8715757724135882 -0.40079917207997545 0.9161659367494549
-0.4460874899137928 0.8949893582285835 -0.35450906504813195 0.9350525775584491
-0.40079917207997545 0.9161659367494549 -0.3073328699784202 0.9516020738895158
-0.3545090650481311 0.9350525775584494 -0.2593885027896261 0.9657730606206388
-0.30733286997841935 0.9516020738895161 -0.2107957994307797 0.977530117665097
-0.2593885027896261 0.9657730606206388 -0.1616762163536865 0.9868438585032365
-0.2107957994307797 0.977530117665097 -0.11215252693505487 0.9936910036334644
-0.1616762163536865 0.9868438585032365 -0.06234851460699254 0.9980544387588793
-0.112152526935054 0.9936910036334645 -0.01238866346289056 0.9999232575641008
-0.06234851460699166 0.9980544387588794 0.03760215288797655 0.999292788975378
-0.01238866346289056 0.9999232575641008 0.0874989834394464 0.9961646088358407
0.03760215288797655 0.999292788975378 0.1371771121009073 0.9905465359667133
0.08749898343944727 0.9961646088358406 0.18651236942257576 0.9824526126243325
0.1371771121009082 0.9905465359667132 0.23538144295445118 0.9719030694018208
0.18651236942257576 0.9824526126243325 0.28366218546322625 0.9589242746631385
0.23538144295445118 0.9719030694018208 0.3312339202367537 0.9435486686359066
0.28366218546322625 0.9589242746631385 0.37797774271298024 0.9258146823277325
0.3312339202367545 0.9435486686359064 0.4237768176794282 0.9057666414687044
0.37797774271298107 0.9258146823277321 0.4685166713003771 0.8834546557201531
0.4237768176794282 0.9057666414687044 0.5120854772418407 0.858934493426592
0.4685166713003771 0.8834546557201531 0.5543743361791608 0.8322674422239013
0.5120854772418407 0.858934493426592 0.5952775479886061 0.8035201558521557
0.5543743361791615 0.8322674422239008 0.6346928759426347 0.7727644875559871
0.5952775479886068 0.8035201558521553 0.6725218022484659 0.7400773104888944
0.6346928759426347 0.7727644875559871 0.70866977429126 0.7055403255703919
0.6725218022484659 0.7400773104888944 0.7430464409664098 0.669239857276262
0.70866977429126 0.7055403255703919 0.7755658785102496 0.6312666378723216
0.7430464409664105 0.6692398572762613 0.8061468052647157 0.5917155806310094
0.7755658785102502 0.631266637872321 0.8347127848391598 0.5506855425976376
0.8061468052647157 0.5917155806310094 0.8611924171615208 0.5082790774992584
0.8347127848391598 0.5506855425976376 0.8855195169413189 0.46460217941375737
0.8611924171615208 0.5082790774992584 0.9076332790984132 0.41976401783985967
0.8855195169413194 0.4646021794137566 0.9274784307440359 0.373876664830236
0.9076332790984135 0.4197640178398589 0.9450053693342275 0.32705481486974064
0.9274784307440359 0.373876664830236 0.960170286650366 0.27941549819892586
0.9450053693342275 0.32705481486974064 0.9729352782968974 0.23107778829939224
0.960170286650366 0.27941549819892586 0.9832684384425845 0.18216250427209588
0.9729352782968976 0.23107778829939138 0.991143939568469 0.13279190885251674
0.9832684384425847 0.18216250427209502 0.9965420970232175 0.0830894028174964
0.991143939568469 0.13279190885251674 0.9994494182244994 0.03317921654755682
0.9965420970232175 0.0830894028174964 0.9998586363834151 -0.016813900484349713
0.9994494182244994 0.03317921654755682 0.9977687286676841 -0.06676499152155546
0.9998586363834151 -0.0168139004843506 0.9931849187581926 -0.11654920485049364
0.9977687286676841 -0.06676499152155635 0.9861186637925126 -0.16604210586495724
0.9931849187581926 -0.11654920485049364 0.9765876257280235 -0.21511998808781552
0.9861186637925126 -0.16604210586495724 0.9646156271962181 -0.2636601823727784
0.9765876257280235 -0.21511998808781552 0.9502325919585296 -0.31154136351337786
0.9646156271962179 -0.2636601823727792 0.9334744701125118 -0.35864385349280037
0.9502325919585293 -0.3115413635133787 0.9143831482353194 -0.4048499206165983
0.9334744701125118 -0.35864385349280037 0.8930063446890767 -0.4500440737806176
0.9143831482353194 -0.4048499206165983 0.8693974903498253 -0.49411335113860816
0.8930063446890767 -0.4500440737806176 0.8436155950581596 -0.536947602448011
0.8693974903498248 -0.49411335113860894 0.8157251001253569 -0.5784397643882002
0.8436155950581591 -0.5369476024480118 0.785795717263661 -0.618486128163024
0.8157251001253569 -0.5784397643882002 0.7539022543433046 -0.6569865987187891
0.785795717263661 -0.618486128163024 0.7201244284117941 -0.6938449449297637
0.7539022543433046 -0.6569865987187891 0.6845466664428066 -0.7289690401258759
0.7201244284117936 -0.6938449449297643 0.6472578943127236 -0.7622710923614112
0.6845466664428059 -0.7289690401258765 0.6083513145322546 -0.7936678638491531
0.6472578943127236 -0.7622710923614112 0.5679241732886948 -0.8230808790115055
