# NIST SRD 101 - Mild steel in 3.5% NaCl - Randles model
# re(z) im(z) re(|z|^2) im(|z|^2)
2.4925720592785163 -0.1925734387293733 6.249999999999999 0.0
2.491477828443218 -0.20624798271950506 6.25 0.0
2.490223456947463 -0.2208780986621957 6.249999999999998 0.0
2.488785840321503 -0.2365270407695261 6.249999999999999 0.0
2.4871386450723185 -0.25326144631157743 6.25 0.0
2.4852518901965155 -0.2711513272596068 6.25 0.0
2.4830914848398615 -0.29027000863983776 6.25 0.0
2.4806187209273998 -0.3106939995952769 6.249999999999998 0.0
2.477789720886072 -0.3325027805467517 6.250000000000001 0.0
2.474554842435502 -0.3557784869536165 6.249999999999997 0.0
2.4708580449821276 -0.38060546704835563 6.249999999999998 0.0
2.4666362255902308 -0.4070696876530837 6.249999999999999 0.0
2.461818537012696 -0.43525795894006036 6.249999999999999 0.0
2.456325706045427 -0.4652569460206203 6.25 0.0
2.4500693777145814 -0.49715193289907317 6.250000000000001 0.0
2.4429515196688993 -0.5310253031140948 6.250000000000001 0.0
2.4348639317011265 -0.5669547019832654 6.250000000000001 0.0
2.4256879174866914 -0.6050108486292436 6.249999999999999 0.0
2.4152941890956354 -0.6452549729532181 6.250000000000001 0.0
2.4035430889568197 -0.6877358646514731 6.25 0.0
2.3902852276200046 -0.7324865395497604 6.25 0.0
2.3753626471714377 -0.7795205542015549 6.25 0.0
2.358610627124795 -0.8288280338007287 6.25 0.0
2.3398602489279043 -0.8803715212835121 6.25 0.0
2.318941823180337 -0.9340818062167009 6.249999999999999 0.0
2.2956892562291378 -0.9898539482338337 6.250000000000001 0.0
2.2699453862694248 -1.0475437667964773 6.25 0.0
2.2415682508919 -1.1069651198630552 6.25 0.0
2.2104381580570105 -1.1678883291674473 6.250000000000001 0.0
2.17646532433133 -1.230040118038154 6.249999999999997 0.0
2.139597726369878 -1.2931053976040956 6.249999999999998 0.0
2.0998286979220113 -1.3567311595828968 6.250000000000002 0.0
2.05720371363044 -1.4205326045625024 6.25 0.0
2.011825753553524 -1.484101457899289 6.25 0.0
1.9638586581274164 -1.5470162154605829 6.250000000000002 0.0
1.9135279750990786 -1.6088538431172736 6.25 0.0
1.8611189692097607 -1.6692022592986144 6.250000000000002 0.0
1.8069716988085063 -1.7276727930094578 6.25 0.0
1.7514733332571324 -1.7839117587171036 6.25 0.0
1.6950481526373098 -1.8376103396097996 6.25 0.0
1.6381458957198762 -1.8885121191922818 6.249999999999998 0.0
1.581229268483384 -1.936417826940122 6.250000000000002 0.0
1.5247614728927776 -1.981187131691968 6.25 0.0
1.4691945618050672 -2.0227375854426635 6.25 0.0
1.4149592862628597 -2.061041052045907 6.25 0.0
1.3624569045591992 -2.0961181224394214 6.25 0.0
1.3120532023934552 -2.128031107406346 6.250000000000001 0.0
1.2640747623493485 -2.1568762123013547 6.25 0.0
1.2188073433945388 -2.1827754487549895 6.249999999999999 0.0
1.1764961013565098 -2.2058687457536843 6.25 0.0
1.1373473033124883 -2.2263066077357383 6.25 0.0
1.1015311582883172 -2.244243549020471 6.25 0.0
1.0691853941855896 -2.2598324258360853 6.250000000000001 0.0
1.0404192449113443 -2.273219697877464 6.25 0.0
1.0153175609937075 -2.28454158428727 6.25 0.0
0.9939448120261996 -2.2939210340912357 6.250000000000001 0.0
0.9763488030458352 -2.3014654059513835 6.250000000000001 0.0
0.9625639748809307 -2.3072647429936217 6.250000000000001 0.0
0.9526141982571192 -2.311390531537011 6.250000000000001 0.0
0.9465150023744524 -2.3138948442572085 6.250000000000001 0.0
0.9442752013066403 -2.314809785748562 6.25 0.0
0.9458978972280216 -2.3141471794204462 6.25 0.0
0.951380849885783 -2.3118984576470063 6.250000000000001 0.0
0.9607162088698207 -2.3080347410762254 6.25 0.0
0.9738896111544247 -2.3025071173148377 6.250000000000001 0.0
0.99087865318708 -2.295247153283968 6.25 0.0
1.0116507565523474 -2.286167698741075 6.25 0.0
1.0361604609309056 -2.275164059843477 6.249999999999999 0.0
1.0643461994940377 -2.262115639754652 6.250000000000001 0.0
1.096126641413463 -2.2468881560913623 6.25 0.0
1.1313967245152805 -2.2293365496838056 6.250000000000001 0.0
1.1700235478380703 -2.209308692216734 6.250000000000002 0.0
1.2118423469282171 -2.186649977978074 6.250000000000002 0.0
1.2566528299635897 -2.1612088434356593 6.249999999999998 0.0
1.3042162036031548 -2.1328431949533875 6.249999999999999 0.0
1.354253254676869 -2.101427639058054 6.25 0.0
1.4064438663857035 -2.0668613041774315 6.25 0.0
1.4604283239420768 -2.0290759252989368 6.25 0.0
1.5158106946071914 -1.9880437465293523 6.25 0.0
1.572164445583191 -1.943784698994232 6.249999999999999 0.0
1.6290402926475989 -1.896372253786325 6.25 0.0
1.6859760652920528 -1.845937351933247 6.25 0.0
1.7425081534816214 -1.7926698901499047 6.250000000000002 0.0
1.7981838982464473 -1.7368173962991076 6.250000000000001 0.0
1.852574137407934 -1.6786807514852993 6.25 0.0
1.9052850487393451 -1.618607081119538 6.25 0.0
1.9559684637665151 -1.5569802082078175 6.25 0.0
2.0043299568821897 -1.494209297235377 6.25 0.0
2.0501342284719923 -1.4307164796868552 6.249999999999999 0.0
2.0932075642071504 -1.3669243187338387 6.25 0.0
2.1334374247666563 -1.3032439351882739 6.25 0.0
2.170769461661048 -1.2400644920002362 6.25 0.0
2.205202435620725 -1.1777445469763046 6.249999999999999 0.0
2.236781618461534 -1.1166055665778312 6.249999999999999 0.0
2.2655912866529366 -1.0569276805166425 6.249999999999999 0.0
2.2917468763620823 -0.998947573541594 6.25 0.0
2.315387284293427 -0.9428582734071483 6.249999999999999 0.0
2.3366676872200447 -0.8888105082084292 6.249999999999999 0.0
2.355753134845839 -0.8369152691067372 6.249999999999999 0.0
2.372813060235276 -0.7872472173192523 6.250000000000003 0.0
2.388016758823442 -0.7398486058501312 6.250000000000001 0.0
2.401529815282858 -0.6947334354322396 6.250000000000001 0.0
2.413511407647743 -0.6518916207117659 6.250000000000003 0.0
2.4241123878465047 -0.6112929993784615 6.249999999999998 0.0
2.4334740235609136 -0.5728910687506471 6.250000000000001 0.0
2.4417272840954776 -0.5366263785015817 6.249999999999999 0.0
2.4489925589111565 -0.5024295437151222 6.25 0.0
2.455379708440528 -0.4702238694265819 6.25 0.0
2.4609883602545426 -0.43992759710168006 6.250000000000001 0.0
2.4659083777895217 -0.4114557963468838 6.249999999999999 0.0
2.4702204424696244 -0.3847219328361383 6.250000000000001 0.0
2.473996702460603 -0.3596391472212998 6.250000000000002 0.0
2.4773014521100865 -0.336121280750353 6.250000000000001 0.0
2.480191815260732 -0.31408368234226336 6.25 0.0
2.4827184131175377 -0.29344382966274096 6.25 0.0
2.4849260033533556 -0.2741217938404778 6.250000000000003 0.0
2.4868540818355775 -0.25604057424112514 6.249999999999998 0.0
2.4885374419532122 -0.23912632644057152 6.25 0.0
2.490006689211299 -0.22330850338262237 6.250000000000001 0.0
2.491288710715473 -0.20851992677352343 6.25 0.0
2.492407100547154 -0.19469680311224125 6.249999999999998 0.0
2.493382542959303 -0.18177869640252312 6.250000000000001 0.0
2.4942331559109405 -0.16970846753933516 6.25 0.0
2.4949747977920653 -0.15843218859323338 6.249999999999999 0.0
2.49562134033774 -0.1478990387083738 6.249999999999999 0.0
2.4961849107445184 -0.13806118705625503 6.250000000000002 0.0
2.496676105925092 -0.12887366721994883 6.25 0.0
2.4971041816993016 -0.12029424649525701 6.25 0.0
2.497477219544633 -0.1122832928605578 6.250000000000001 0.0
2.497802273334143 -0.10480364176299778 6.249999999999999 0.0
2.498085498286541 -0.0978204643747012 6.249999999999998 0.0
2.4983322641505583 -0.09130113857090827 6.249999999999999 0.0
2.4985472544495066 -0.08521512355699176 6.250000000000001 0.0
2.4987345534258236 -0.07953383880996984 6.250000000000001 0.0
2.4988977221516313 -0.07423054779124524 6.25 0.0
2.499039865111041 -0.06928024672149925 6.250000000000001 0.0
2.4991636884134842 -0.064659558578074 6.250000000000002 0.0
2.499271550664554 -0.06034663237327767 6.250000000000001 0.0
2.4993655074011714 -0.05632104769342062 6.249999999999999 0.0
2.4994473498906205 -0.05256372441857893 6.249999999999998 0.0
2.499518638997248 -0.049056837498404136 6.250000000000001 0.0
2.4995807347354257 -0.0457837366267583 6.249999999999999 0.0
2.4996348220518634 -0.042728870635075814 6.25 0.0
2.499681933313515 -0.03987771640914701 6.250000000000002 0.0
2.4997229679183683 -0.03721671212484216 6.249999999999999 0.0
2.4997587093944302 -0.034733194593838876 6.250000000000001 0.0
2.49978984030651 -0.03241534050960413 6.250000000000001 0.0
2.499816955250263 -0.030252111385862458 6.249999999999998 0.0
2.4998405721777015 -0.02823320198385773 6.249999999999999 0.0
2.499861142267503 -0.026348992030341037 6.249999999999998 0.0
2.4998790585264024 -0.024590501034949187 6.250000000000002 0.0
2.4998946632842576 -0.022949346023125487 6.25 0.0
2.499908254724694 -0.021417702008710206 6.249999999999998 0.0
2.49992009257511 -0.019988265038568896 6.25 0.0
2.4999304030640266 -0.018654217649971556 6.249999999999999 0.0
2.4999393832399415 -0.01740919658975239 6.249999999999999 0.0
2.4999472047337923 -0.016247262652475468 6.25 0.0
2.4999540170366057 -0.015162872502830525 6.249999999999998 0.0
2.499959950354729 -0.014150852355232885 6.25 0.0
2.499965118097022 -0.013206373391069313 6.250000000000001 0.0
2.4999696190414085 -0.01232492880118722 6.25 0.0
2.4999735392220948 -0.01150231234805888 6.249999999999999 0.0
2.499976953573432 -0.010734598348553304 6.250000000000003 0.0
2.4999799273617915 -0.010018122984419245 6.249999999999999 0.0
2.4999825174327834 -0.009349466853423388 6.250000000000001 0.0
2.4999847732975993 -0.008725438679605483 6.25 0.0
2.499986738079245 -0.008143060106317507 6.249999999999999 0.0
2.4999884493367146 -0.007599551500615012 6.250000000000001 0.0
2.4999899397828433 -0.00709231870218003 6.249999999999998 0.0
2.4999912379095686 -0.006618940654286553 6.250000000000003 0.0
2.499992368532511 -0.0061771578583871565 6.250000000000002 0.0
2.4999933532653156 -0.005764861597714297 6.249999999999997 0.0
2.4999942109327886 -0.0053800838788655835 6.25 0.0
2.4999949579307286 -0.005020988043693051 6.25 0.0
2.499995608539342 -0.0046858600069533286 6.25 0.0
2.4999961751962156 -0.004373100078112046 6.25 0.0
2.4999966687340693 -0.004081215328442521 6.250000000000001 0.0
2.4999970985878344 -0.0038088124671286005 6.25 0.0
2.4999974729750134 -0.0035545911924838003 6.249999999999999 0.0
