# re(F) im(F) re(|F|^2) im(|F|^2)
0.8 0.3 0.7300000000000001 0.0
0.7906413769384414 0.3238614102866928 0.7300000000000001 0.0
0.78057123000433 0.34743136716411693 0.7300000000000002 0.0
0.7697986216501922 0.3706886592620071 0.7300000000000002 0.0
0.7583332464964172 0.3936123565872954 0.73 0.0
0.746185422606754 0.41618182935969206 0.73 0.0
0.73336608220275 0.4383767665770958 0.7300000000000002 0.0
0.7198867618254888 0.4601771942941241 0.7300000000000002 0.0
0.7057595919534833 0.48156349359731654 0.73 0.0
0.6909972860860631 0.502516418260832 0.7300000000000001 0.0
0.6756131293020831 0.5230171120667534 0.7300000000000001 0.0
0.6596209663042492 0.5430471257744107 0.73 0.0
0.6430351889598209 0.5625884337234524 0.73 0.0
0.625870723348902 0.5816234500557231 0.7300000000000002 0.0
0.6081430163319755 0.6001350445413487 0.7300000000000001 0.0
0.5898680216487726 0.6181065579947873 0.7300000000000002 0.0
0.5710621855609825 0.6355218172669717 0.7300000000000002 0.0
0.5517424320517288 0.6523651498000514 0.7300000000000002 0.0
0.5319261475951254 0.6686213977316378 0.73 0.0
0.5116311655096242 0.684275931535856 0.73 0.0
0.4908757499092321 0.6993146631889318 0.73 0.0
0.46967857926704065 0.7137240588474612 0.73 0.0
0.44805872960586207 0.7274911510279565 0.73 0.0
0.42603565733109505 0.7406035502767063 0.7300000000000001 0.0
0.40362918172127416 0.753049456319447 0.73 0.0
0.3808594670920564 0.7648176686808137 0.7300000000000002 0.0
0.35774700464969883 0.7758975967640114 0.73 0.0
0.33431259405035496 0.7862792693816381 0.73 0.0
0.3105773246817888 0.7959533437290799 0.7300000000000001 0.0
0.2865625566843495 0.8049111137924045 0.7300000000000002 0.0
0.26228990172828665 0.813144518183186 0.73 0.0
0.2377812035647055 0.8206461473932112 0.73 0.0
0.2130585183676659 0.8274092504625357 0.7300000000000001 0.0
0.1881440948851139 0.8334277410548927 0.73 0.0
0.16306035441651073 0.8386962029349853 0.7300000000000001 0.0
0.1378298706351765 0.8432098948427317 0.7300000000000001 0.0
0.11247534927350777 0.84696475476008 0.7300000000000001 0.0
0.08701960768935135 0.8499574035665503 0.7300000000000002 0.0
0.0614855543319216 0.852185148080214 0.7299999999999999 0.0
0.03589616812574359 0.8536459834813777 0.7300000000000002 0.0
0.010274477791171077 0.8543385951167831 0.7299999999999999 0.0
-0.015356458879907109 0.8542623596827088 0.73 0.0
-0.040973575774523235 0.8534173457858995 0.7300000000000001 0.0
-0.06655381921657569 0.8518043138818254 0.73 0.0
-0.09207416871358104 0.8494247155903242 0.7300000000000001 0.0
-0.11751165767356433 0.8462806923892399 0.7300000000000002 0.0
-0.14284339407344032 0.8423750736872381 0.7299999999999999 0.0
-0.16804658106029005 0.8377113742775297 0.7300000000000001 0.0
-0.19309853746698952 0.8322937911747929 0.73 0.0
-0.21797671822372888 0.8261271998381443 0.7300000000000001 0.0
-0.242658734647054 0.8192171497835544 0.73 0.0
-0.26712237458816995 0.8115698595896582 0.7300000000000001 0.0
-0.291345622422376 0.8031922113014534 0.7300000000000001 0.0
-0.31530667886164115 0.794091744236925 0.73 0.0
-0.33898398057249346 0.7842766482021681 0.7300000000000001 0.0
-0.3623562195815627 0.773755756121115 0.7300000000000002 0.0
-0.38540236245131965 0.7625385360864996 0.7300000000000002 0.0
-0.40810166920874946 0.7506350828392132 0.7300000000000001 0.0
-0.43043371200992764 0.7380561086837197 0.7300000000000001 0.0
-0.45237839352370085 0.7248129338477036 0.73 0.0
-0.4739159650179281 0.7109174762946302 0.7300000000000001 0.0
-0.49502704413200727 0.6963822409983814 0.73 0.0
-0.5156926323196908 0.6812203086896254 0.7300000000000002 0.0
-0.5358941319464949 0.6654453240840398 0.73 0.0
-0.555613363026316 0.6490714836029905 0.73 0.0
-0.5748325795821903 0.6321135225977094 0.73 0.0
-0.5935344856164757 0.6145867020884731 0.73 0.0
-0.6117022506760821 0.5965067950307151 0.73 0.0
-0.6293195249987434 0.5778900721204302 0.7300000000000001 0.0
-0.6463704542266993 0.5587532871516465 0.7299999999999998 0.0
-0.6628396936745482 0.5391136619391418 0.7300000000000002 0.0
-0.6787124221384268 0.5189888708199726 0.7300000000000002 0.0
-0.6939743552340951 0.49839702474776265 0.73 0.0
-0.7086117582519164 0.4773566549940703 0.7300000000000002 0.0
-0.7226114585171695 0.45588669647149066 0.73 0.0
-0.7359608572445677 0.4340064706935152 0.7300000000000001 0.0
-0.7486479408763131 0.41173566838647413 0.7300000000000002 0.0
-0.7606612918934901 0.3890943317692085 0.7300000000000002 0.0
-0.7719900990910595 0.3661028365164304 0.7300000000000001 0.0
-0.7826241673072157 0.34278187342198735 0.7300000000000002 0.0
-0.7925539265983417 0.3191524297785473 0.7300000000000001 0.0
-0.8017704408513143 0.2952357704904491 0.7300000000000001 0.0
-0.8102654158254021 0.27105341893672596 0.73 0.0
-0.8180312066165217 0.24662713760151686 0.7300000000000001 0.0
-0.8250608245371365 0.22197890848929852 0.7299999999999999 0.0
-0.8313479434056028 0.19713091334256702 0.73 0.0
-0.8368869052393069 0.1721055136797643 0.7300000000000001 0.0
-0.8416727253464669 0.14692523067142377 0.7300000000000002 0.0
-0.8457010968120197 0.12161272487263458 0.7300000000000001 0.0
-0.8489683943735531 0.0961907758300723 0.73 0.0
-0.851471677683798 0.0706822615819459 0.7300000000000001 0.0
-0.8532086939567414 0.04511013806930486 0.7300000000000001 0.0
-0.8541778799949828 0.019497418477244788 0.7300000000000001 0.0
-0.854378363596506 -0.00613284747540882 0.73 0.0
-0.8538099643396018 -0.031757594279289036 0.73 0.0
-0.8524731937452357 -0.05735376139189158 0.7300000000000002 0.0
-0.8503692548167131 -0.08289831399050374 0.7300000000000001 0.0
-0.8475000409570582 -0.10836826370199282 0.73 0.0
-0.8438681342650787 -0.1337406892907888 0.7300000000000001 0.0
-0.8394768032116506 -0.1589927572864485 0.73 0.0
-0.8343299996983166 -0.18410174253223982 0.73 0.0
-0.8284323555008395 -0.20904504863624668 0.73 0.0
-0.821789178100918 -0.2338002283065987 0.73 0.0
-0.8144064459098113 -0.25834500355251633 0.73 0.0
-0.8062908028881716 -0.2826572857330017 0.7300000000000002 0.0
-0.7974495525669291 -0.3067151954351215 0.7300000000000002 0.0
-0.7878906514746064 -0.33049708216400425 0.7300000000000002 0.0
-0.7776227019769798 -0.35398154382682345 0.7300000000000001 0.0
-0.7666549445355318 -0.3771474459932357 0.7300000000000001 0.0
-0.754997249391658 -0.39997394091494326 0.73 0.0
-0.7426601076841175 -0.42244048628725805 0.7300000000000001 0.0
-0.7296546220077145 -0.4445268637357921 0.7300000000000002 0.0
-0.7159924964217141 -0.46621319701162667 0.7300000000000002 0.0
-0.7016860259169778 -0.48747996987859754 0.73 0.0
-0.6867480853513019 -0.5083080436765889 0.7300000000000001 0.0
-0.6711921178629152 -0.5286786745450346 0.7300000000000001 0.0
-0.6550321227725605 -0.5485735302911301 0.7300000000000002 0.0
-0.6382826429850526 -0.5679747068875656 0.7300000000000001 0.0
-0.6209587519016436 -0.5868647445849453 0.7300000000000001 0.0
-0.6030760398549819 -0.6052266436243801 0.7300000000000001 0.0
-0.5846506000788623 -0.6230438795361258 0.7300000000000002 0.0
-0.5656990142254028 -0.6403004180104895 0.7300000000000002 0.0
-0.5462383374426787 -0.6569807293276252 0.73 0.0
-0.5262860830262377 -0.6730698023332351 0.7300000000000002 0.0
-0.5058602066583182 -0.6885531579475935 0.7300000000000001 0.0
-0.4849790902489456 -0.7034168621957433 0.7300000000000002 0.0
-0.46366152539345556 -0.7176475387471304 0.7300000000000001 0.0
-0.4419266964613253 -0.7312323809534009 0.73 0.0
-0.4197941633315373 -0.7441591633735183 0.73 0.0
-0.3972838437900069 -0.756416252775836 0.73 0.0
-0.37441599560492 -0.7679926186072211 0.7300000000000001 0.0
-0.3512111982961107 -0.778877842919806 0.73 0.0
-0.3276903346148792 -0.7890621297464405 0.73 0.0
-0.3038745717509286 -0.7985363139163991 0.7300000000000002 0.0
-0.2797853422833205 -0.8072918693034169 0.73 0.0
-0.25544432489260105 -0.8153209164986284 0.73 0.0
-0.23087342485145299 -0.8226162299015018 0.7300000000000001 0.0
-0.20609475431142796 -0.8291712442223935 0.73 0.0
-0.18113061240350053 -0.8349800603908653 0.7300000000000002 0.0
-0.15600346517035946 -0.8400374508644484 0.73 0.0
-0.13073592534848316 -0.8443388643330804 0.7300000000000001 0.0
-0.10535073201820411 -0.8478804298149761 0.7300000000000002 0.0
-0.07987073014006901 -0.8506589601402506 0.7300000000000001 0.0
-0.054318849995920404 -0.8526719548191559 0.73 0.0
-0.02871808655318786 -0.8539176022923545 0.73 0.0
-0.003091478770970879 -0.8543947815611989 0.7300000000000001 0.0
0.022537911133472144 -0.8541030631965557 0.7299999999999999 0.0
0.048147018439158445 -0.8530427097252631 0.7300000000000002 0.0
0.07371279667807495 -0.8512146753938732 0.7300000000000001 0.0
0.09921223837544652 -0.8486206053098957 0.7300000000000001 0.0
0.1246223957549053 -0.8452628339613115 0.73 0.0
0.14992040138994409 -0.8411443831156921 0.7300000000000001 0.0
0.17508348878305469 -0.8362689591008111 0.7300000000000002 0.0
0.20008901285404218 -0.8306409494692005 0.7300000000000001 0.0
0.22491447031906425 -0.8242654190496499 0.7300000000000001 0.0
0.24953751994206974 -0.8171481053892012 0.73 0.0
0.2739360026404054 -0.8092954135897447 0.7300000000000001 0.0
0.29808796142649013 -0.8007144105438588 0.73 0.0
0.3219716611676248 -0.7914128185750849 0.7300000000000001 0.0
0.34556560814614307 -0.7813990084883563 0.73 0.0
0.3688485694023093 -0.7706819920368386 0.73 0.0
0.391799591842545 -0.7592714138119617 0.7300000000000001 0.0
0.4143980210958008 -0.7471775425639373 0.7300000000000002 0.0
0.4366235201010983 -0.7344112619605762 0.7300000000000002 0.0
0.4584560874095083 -0.7209840607927234 0.7300000000000002 0.0
0.47987607518410724 -0.7069080226351213 0.7300000000000002 0.0
0.5008642068817031 -0.6921958149720082 0.7300000000000001 0.0
0.5214015946004259 -0.6768606777972356 0.73 0.0
0.5414697560775601 -0.6609164116991706 0.73 0.0
0.561050631322336 -0.6443773654410964 0.73 0.0
0.5801265988687039 -0.6272584230482919 0.73 0.0
0.5986804916334607 -0.6095749904134175 0.7300000000000002 0.0
0.6166956123654681 -0.5913429814322483 0.73 0.0
0.6341557486720513 -0.5725788036822446 0.7300000000000002 0.0
0.6510451876090588 -0.5532993436568359 0.73 0.0
0.6673487298214502 -0.5335219515687214 0.73 0.0
0.6830517032216896 -0.5132644257358472 0.7300000000000002 0.0
0.6981399761936369 -0.4925449965641193 0.7300000000000002 0.0
0.7125999703100443 -0.47138231014127363 0.73 0.0
0.7264186725522279 -0.44979541145665236 0.7300000000000002 0.0
0.7395836470209035 -0.427803727262 0.73 0.0
0.7520830461276591 -0.4054270485886966 0.7299999999999999 0.0
0.7639056212569826 -0.3826855129371681 0.73 0.0
0.7750407328892573 -0.3595995861544934 0.7300000000000001 0.0
0.7854783601756115 -0.3361900440165242 0.7300000000000001 0.0
0.7952091099560066 -0.31247795353108665 0.7300000000000002 0.0
0.8042242252124459 -0.2884846539791003 0.73 0.0
0.8125155929497005 -0.26423173771066333 0.7300000000000002 0.0
0.8200757514964576 -0.2397410307133934 0.73 0.0
0.8268978972203208 -0.21503457297051543 0.7300000000000001 0.0
0.8329758906506192 -0.19013459862636212 0.7300000000000001 0.0
0.8383042620035177 -0.16506351597714636 0.7300000000000001 0.0
0.8428782161044533 -0.13984388730500352 0.7300000000000001 0.0
0.8466936367034678 -0.11449840857346538 0.7300000000000001 0.0
0.849747090179555 -0.0890498890026225 0.7300000000000001 0.0
0.8520358286306884 -0.0635212305423638 0.7299999999999999 0.0
0.8535577923467474 -0.03793540726217143 0.7300000000000001 0.0
0.8543116116631169 -0.012315444676006149 0.73 0.0
0.8542966081932934 0.013315600979099118 0.7300000000000001 0.0
0.8535127954393871 0.03893466349210009 0.73 0.0
