# re(z) im(z) re(|z|^2) im(|z|^2)
0.04393693362340742 0.01757477344936297 0.002239326798024143 0.0
0.046756008847947915 0.018702403539179166 0.0025359042615316855 0.0
0.04972487341234958 0.019889949364939832 0.0028681731216140607 0.0
0.05284921077918519 0.021139684311674078 0.003239925332779983 0.0
0.056134762834133725 0.02245390513365349 0.0036552894541955518 0.0
0.059587318761986086 0.023834927504794434 0.004118752326401345 0.0
0.06321270307528883 0.02528508123011553 0.00463518116289817 0.0
0.06701676278920726 0.026806705115682908 0.005209845933904055 0.0
0.07100535373963701 0.028402141495854807 0.005848441901241542 0.0
0.07518432604527117 0.03007373041810847 0.006557112144142703 0.0
0.07955950871822769 0.03182380348729107 0.007342469895883466 0.0
0.0841366934319479 0.03365467737277916 0.008211620490727439 0.0
0.0889216174593863 0.035568646983754525 0.009172182699848385 0.0
0.09391994579900446 0.03756797831960179 0.010232309213910006 0.0
0.09913725251074738 0.039654901004298956 0.01140070600904044 0.0
0.10457900128900145 0.04183160051560059 0.012686650312301763 0.0
0.11025052530448522 0.04410021012179409 0.014100006862701325 0.0
0.11615700635209683 0.04646280254083873 0.015651242144630033 0.0
0.12230345334690061 0.04892138133876025 0.017351436252669893 0.0
0.12869468021566227 0.05147787208626491 0.019212292030341426 0.0
0.1353352832366127 0.054134113294645084 0.021246141110931652 0.0
0.14222961788539534 0.05689184715415814 0.02346594647643766 0.0
0.14938177525041804 0.05975271010016722 0.025885301141281035 0.0
0.15679555808603976 0.0627182232344159 0.028518422561194696 0.0
0.1644744565771549 0.06578978263086196 0.03138014236496648 0.0
0.17242162389375282 0.06896864955750114 0.03448589100794416 0.0
0.18063985161889395 0.07225594064755758 0.037851676951759394 0.0
0.18913154513822555 0.07565261805529022 0.041494059984992275 0.0
0.19789869908361474 0.0791594796334459 0.04543011831482503 0.0
0.20694287292767763 0.08277714917107105 0.04967740908045068 0.0
0.2162651668298873 0.08650606673195493 0.05425392196539243 0.0
0.22586619783851442 0.09034647913540578 0.05917802561819124 0.0
